,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_score,1_score,2_score,3_score,4_score,label,score
2562,201109110sdg,-1,1,1,2011,7,9.0,,0.86761284,0.584983,,,1,0.72629792
2563,201112240was,-1,-1,16,2011,-7,6.0,,0.9387840000000001,0.5715395000000001,0.8069308000000001,,0,0.8069308000000001
2564,201110300car,-1,-1,8,2011,-3,3.0,,0.63055813,0.23226193,,,0,0.43141003
2565,201110160chi,1,1,6,2011,29,1.5,,0.6544584,0.5405506,0.34963512,,1,0.5405506
2566,201112110det,-1,1,14,2011,6,10.5,0.82914996,0.68044835,,,,1,0.7547991549999999
2567,201110020kan,1,1,4,2011,5,3.0,,0.25836897,,,,1,0.25836897
2568,201111200gnb,-1,1,11,2011,9,13.5,,,1.0252179,0.8371252,,1,0.93117155
2569,201112240car,1,1,16,2011,32,7.5,0.26003104,0.59403646,0.7165395,,,1,0.59403646
2571,201201010atl,1,1,17,2011,21,10.0,,,1.0349631,0.79149806,,1,0.91323058
2572,201110090sfo,1,1,5,2011,45,2.5,,0.77801454,0.51691216,0.46473625,0.51645637,1,0.516684265
2573,201112110jax,1,1,14,2011,27,3.0,0.6313638,0.1423251,0.9594375,,0.11030495,1,0.38684445
2577,201110100det,1,1,5,2011,11,7.0,0.68311596,0.7266052,,0.41989142,0.88898337,1,0.70486058
